,date,title,topic,author,path,categories,children,gender_violence,hate_speech,health_disinfo,political_disinfo,safety
285,"Tuesday, 19 February 2019",The world’s window into the European election conversation,Company,,https://blog.twitter.com/en_us/topics/company/2019/world-window-EU-election-conversation,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
286,"Tuesday, 5 February 2019",Working together for a safer Internet,Company,Ronan Costello,https://blog.twitter.com/en_us/topics/company/2019/SaferInternetDay2019,"['health_disinfo', 'safety']",0,0,0,1,0,0
286,"Tuesday, 5 February 2019",Working together for a safer Internet,Company,Ronan Costello,https://blog.twitter.com/en_us/topics/company/2019/SaferInternetDay2019,"['health_disinfo', 'safety']",0,0,0,0,0,1
287,"Sunday, 3 February 2019",How the @Patriots #SuperBowl victory unfolded on Twitter,Events,,https://blog.twitter.com/en_us/topics/events/2019/How-the-Patriots-Super-Bowl-victory-unfolded-on-Twitter,[],0,0,0,0,0,0
288,"Thursday, 31 January 2019",2018 US midterm elections review,Company,Carlos Monje Jr. ,https://blog.twitter.com/en_us/topics/company/2019/18_midterm_review,"['health_disinfo', 'political_disinfo']",0,0,0,1,0,0
288,"Thursday, 31 January 2019",2018 US midterm elections review,Company,Carlos Monje Jr. ,https://blog.twitter.com/en_us/topics/company/2019/18_midterm_review,"['health_disinfo', 'political_disinfo']",0,0,0,0,1,0
289,"Thursday, 31 January 2019",Empowering further research of potential information operations,Company,Yoel Roth,https://blog.twitter.com/en_us/topics/company/2019/further_research_information_operations,"['political_disinfo', 'safety']",0,0,0,0,1,0
289,"Thursday, 31 January 2019",Empowering further research of potential information operations,Company,Yoel Roth,https://blog.twitter.com/en_us/topics/company/2019/further_research_information_operations,"['political_disinfo', 'safety']",0,0,0,0,0,1
290,"Tuesday, 29 January 2019",Partnering with researchers at UC Berkeley to improve the use of ML,Company,Naz Erkan,https://blog.twitter.com/en_us/topics/company/2019/ucberkeley-twitter-ml,"['health_disinfo', 'safety']",0,0,0,1,0,0
290,"Tuesday, 29 January 2019",Partnering with researchers at UC Berkeley to improve the use of ML,Company,Naz Erkan,https://blog.twitter.com/en_us/topics/company/2019/ucberkeley-twitter-ml,"['health_disinfo', 'safety']",0,0,0,0,0,1
291,"Tuesday, 29 January 2019",Kicking off #SuperBowl week on Twitter,Events,,https://blog.twitter.com/en_us/topics/events/2019/Kicking-off-SuperBowl-week-on-Twitter,[],0,0,0,0,0,0
292,"Thursday, 24 January 2019",Guest post: Why we must remember the Holocaust,Events,,https://blog.twitter.com/en_us/topics/events/2019/we_remember,['hate_speech'],0,0,1,0,0,0
293,"Tuesday, 22 January 2019",Gaming grabs the high score on Twitter,Events,,https://blog.twitter.com/en_us/topics/events/2019/Gaming-grabs-the-high-score-on-Twitter,[],0,0,0,0,0,0
294,"Wednesday, 12 December 2018",Evolving our Twitter Transparency Report: expanded data and insights,Company,,https://blog.twitter.com/en_us/topics/company/2018/evolving-our-twitter-transparency-report,"['hate_speech', 'health_disinfo']",0,0,1,0,0,0
294,"Wednesday, 12 December 2018",Evolving our Twitter Transparency Report: expanded data and insights,Company,,https://blog.twitter.com/en_us/topics/company/2018/evolving-our-twitter-transparency-report,"['hate_speech', 'health_disinfo']",0,0,0,1,0,0
295,"Wednesday, 12 December 2018","#TwitterForGood Day, Fall 2018",Events,London Lee,https://blog.twitter.com/en_us/topics/events/2018/tfgdayfall2018,"['children', 'health_disinfo', 'safety']",1,0,0,0,0,0
295,"Wednesday, 12 December 2018","#TwitterForGood Day, Fall 2018",Events,London Lee,https://blog.twitter.com/en_us/topics/events/2018/tfgdayfall2018,"['children', 'health_disinfo', 'safety']",0,0,0,1,0,0
295,"Wednesday, 12 December 2018","#TwitterForGood Day, Fall 2018",Events,London Lee,https://blog.twitter.com/en_us/topics/events/2018/tfgdayfall2018,"['children', 'health_disinfo', 'safety']",0,0,0,0,0,1
296,"Thursday, 8 November 2018",Defining what makes Twitter’s audience unique,Insights,Cartier Stennis,https://blog.twitter.com/en_us/topics/insights/2018/defining-what-makes-twitters-audience-unique,[],0,0,0,0,0,0
297,"Thursday, 1 November 2018",Five days until #ElectionDay 2018,Company,Bridget Coyne,https://blog.twitter.com/en_us/topics/company/2018/five-days-until-electionday-2018,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
297,"Thursday, 1 November 2018",Five days until #ElectionDay 2018,Company,Bridget Coyne,https://blog.twitter.com/en_us/topics/company/2018/five-days-until-electionday-2018,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
297,"Thursday, 1 November 2018",Five days until #ElectionDay 2018,Company,Bridget Coyne,https://blog.twitter.com/en_us/topics/company/2018/five-days-until-electionday-2018,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
298,"Wednesday, 24 October 2018",Improving health during Global Media and Information Literacy Week 2018,Company,Karen White,https://blog.twitter.com/en_us/topics/company/2018/Global-MIL-Week-2018,"['health_disinfo', 'political_disinfo']",0,0,0,1,0,0
298,"Wednesday, 24 October 2018",Improving health during Global Media and Information Literacy Week 2018,Company,Karen White,https://blog.twitter.com/en_us/topics/company/2018/Global-MIL-Week-2018,"['health_disinfo', 'political_disinfo']",0,0,0,0,1,0
299,"Wednesday, 17 October 2018",More clarity on reported Tweets and enforcement,Product,David Gasca,https://blog.twitter.com/en_us/topics/product/2018/more-clarity-on-reported-tweets-and-enforcement,"['health_disinfo', 'safety']",0,0,0,1,0,0
299,"Wednesday, 17 October 2018",More clarity on reported Tweets and enforcement,Product,David Gasca,https://blog.twitter.com/en_us/topics/product/2018/more-clarity-on-reported-tweets-and-enforcement,"['health_disinfo', 'safety']",0,0,0,0,0,1
300,"Wednesday, 17 October 2018",Enabling further research of information operations on Twitter,Company,Vijaya Gadde,https://blog.twitter.com/en_us/topics/company/2018/enabling-further-research-of-information-operations-on-twitter,"['health_disinfo', 'political_disinfo']",0,0,0,1,0,0
300,"Wednesday, 17 October 2018",Enabling further research of information operations on Twitter,Company,Vijaya Gadde,https://blog.twitter.com/en_us/topics/company/2018/enabling-further-research-of-information-operations-on-twitter,"['health_disinfo', 'political_disinfo']",0,0,0,0,1,0
301,"Tuesday, 16 October 2018",The 2018-19 @NBA season is happening on Twitter,Events,,https://blog.twitter.com/en_us/topics/events/2018/The-2018-19-NBA-season-is-Happening-on-Twitter,[],0,0,0,0,0,0
302,"Monday, 15 October 2018",Announcing the 2018 #Promote Innovation Challenge finalists and winner,Events,Jillian Blazejewski,https://blog.twitter.com/en_us/topics/events/2018/announcing-the-2018-promote-innovation-challenge-finalists-and-winner,[],0,0,0,0,0,0
303,"Monday, 1 October 2018",Unlocking global revenue through In-Stream Video Ads,Product,Mike Park,https://blog.twitter.com/en_us/topics/product/2018/unlocking-global-revenue-through-In-stream-video-ads,[],0,0,0,0,0,0
304,"Monday, 1 October 2018",An update on our elections integrity work,Company,Del Harvey,https://blog.twitter.com/en_us/topics/company/2018/an-update-on-our-elections-integrity-work,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
304,"Monday, 1 October 2018",An update on our elections integrity work,Company,Del Harvey,https://blog.twitter.com/en_us/topics/company/2018/an-update-on-our-elections-integrity-work,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
304,"Monday, 1 October 2018",An update on our elections integrity work,Company,Del Harvey,https://blog.twitter.com/en_us/topics/company/2018/an-update-on-our-elections-integrity-work,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
305,"Tuesday, 25 September 2018",Creating new policies together,Company,Vijaya Gadde,https://blog.twitter.com/en_us/topics/company/2018/Creating-new-policies-together,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,1,0,0,0
305,"Tuesday, 25 September 2018",Creating new policies together,Company,Vijaya Gadde,https://blog.twitter.com/en_us/topics/company/2018/Creating-new-policies-together,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
305,"Tuesday, 25 September 2018",Creating new policies together,Company,Vijaya Gadde,https://blog.twitter.com/en_us/topics/company/2018/Creating-new-policies-together,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
305,"Tuesday, 25 September 2018",Creating new policies together,Company,Vijaya Gadde,https://blog.twitter.com/en_us/topics/company/2018/Creating-new-policies-together,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
306,"Monday, 24 September 2018",#BeAVoter this US election,Company,Bridget Coyne,https://blog.twitter.com/en_us/topics/company/2018/be-a-voter-2018,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
306,"Monday, 24 September 2018",#BeAVoter this US election,Company,Bridget Coyne,https://blog.twitter.com/en_us/topics/company/2018/be-a-voter-2018,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
306,"Monday, 24 September 2018",#BeAVoter this US election,Company,Bridget Coyne,https://blog.twitter.com/en_us/topics/company/2018/be-a-voter-2018,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
307,"Monday, 10 September 2018",Working together to prevent suicide,Company,,https://blog.twitter.com/en_us/topics/company/2018/wspd2018,"['health_disinfo', 'safety']",0,0,0,1,0,0
307,"Monday, 10 September 2018",Working together to prevent suicide,Company,,https://blog.twitter.com/en_us/topics/company/2018/wspd2018,"['health_disinfo', 'safety']",0,0,0,0,0,1
308,"Thursday, 30 August 2018",US issue ads policy: What this means for advertisers,Product,Bruce Falck,https://blog.twitter.com/en_us/topics/product/2018/US-issue-ads-policy-What-this-means-for-advertisers,[],0,0,0,0,0,0
309,"Thursday, 30 August 2018",Announcing new US issue ads policy,Company,Del Harvey,https://blog.twitter.com/en_us/topics/company/2018/Announcing-new-US-issue-ads-policy,['health_disinfo'],0,0,0,1,0,0
310,"Thursday, 16 August 2018",Investing in the best Twitter experience for you,Product,Rob Johnson,https://blog.twitter.com/en_us/topics/product/2018/investing-in-the-best-twitter-experience-for-you,[],0,0,0,0,0,0
311,"Monday, 13 August 2018",Twitter Lite in the Google Play Store: now available in 45+ countries,Company,Jesar Shah,https://blog.twitter.com/en_us/topics/company/2018/twitterlitenewcountries,['safety'],0,0,0,0,0,1
312,"Tuesday, 7 August 2018",The Twitter Rules: a living document,Company,Del Harvey,https://blog.twitter.com/en_us/topics/company/2018/TheTwitterRulesALivingDocument,"['hate_speech', 'health_disinfo', 'safety']",0,0,1,0,0,0
312,"Tuesday, 7 August 2018",The Twitter Rules: a living document,Company,Del Harvey,https://blog.twitter.com/en_us/topics/company/2018/TheTwitterRulesALivingDocument,"['hate_speech', 'health_disinfo', 'safety']",0,0,0,1,0,0
312,"Tuesday, 7 August 2018",The Twitter Rules: a living document,Company,Del Harvey,https://blog.twitter.com/en_us/topics/company/2018/TheTwitterRulesALivingDocument,"['hate_speech', 'health_disinfo', 'safety']",0,0,0,0,0,1
313,"Monday, 30 July 2018",Measuring healthy conversation,Company,Vijaya Gadde,https://blog.twitter.com/en_us/topics/company/2018/measuring_healthy_conversation,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,1,0,0,0
313,"Monday, 30 July 2018",Measuring healthy conversation,Company,Vijaya Gadde,https://blog.twitter.com/en_us/topics/company/2018/measuring_healthy_conversation,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
313,"Monday, 30 July 2018",Measuring healthy conversation,Company,Vijaya Gadde,https://blog.twitter.com/en_us/topics/company/2018/measuring_healthy_conversation,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
313,"Monday, 30 July 2018",Measuring healthy conversation,Company,Vijaya Gadde,https://blog.twitter.com/en_us/topics/company/2018/measuring_healthy_conversation,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
314,"Friday, 27 July 2018",Safer conversation for live video ,Company,,https://blog.twitter.com/en_us/topics/company/2018/Safer-conversation-for-live-video,['safety'],0,0,0,0,0,1
315,"Thursday, 26 July 2018", Setting the record straight on shadow banning,Company,Vijaya Gadde,https://blog.twitter.com/en_us/topics/company/2018/Setting-the-record-straight-on-shadow-banning,"['health_disinfo', 'safety']",0,0,0,1,0,0
315,"Thursday, 26 July 2018", Setting the record straight on shadow banning,Company,Vijaya Gadde,https://blog.twitter.com/en_us/topics/company/2018/Setting-the-record-straight-on-shadow-banning,"['health_disinfo', 'safety']",0,0,0,0,0,1
316,"Friday, 20 July 2018",Putting people first on data portability,Company,Damien Kieran ,https://blog.twitter.com/en_us/topics/company/2018/putting-people-first-on-data-portability,['political_disinfo'],0,0,0,0,1,0
317,"Thursday, 19 July 2018",Announcing the 2018 #Promote Innovation Challenge,Events,Jillian Blazejewski,https://blog.twitter.com/en_us/topics/events/2018/announcing-the-2018-promote-innovation-challenge,[],0,0,0,0,0,0
318,"Tuesday, 17 July 2018",Insights into the 2018 #WorldCup conversation on Twitter,Events,Jay Bavishi,https://blog.twitter.com/en_us/topics/events/2018/2018-World-Cup-Insights,[],0,0,0,0,0,0
319,"Wednesday, 11 July 2018",Confidence in follower counts,Company,Vijaya Gadde,https://blog.twitter.com/en_us/topics/company/2018/Confidence-in-Follower-Counts,"['health_disinfo', 'safety']",0,0,0,1,0,0
319,"Wednesday, 11 July 2018",Confidence in follower counts,Company,Vijaya Gadde,https://blog.twitter.com/en_us/topics/company/2018/Confidence-in-Follower-Counts,"['health_disinfo', 'safety']",0,0,0,0,0,1
320,"Thursday, 28 June 2018",Providing more transparency around advertising on Twitter,Company,Bruce Falck,https://blog.twitter.com/en_us/topics/company/2018/Providing-More-Transparency-Around-Advertising-on-Twitter,"['political_disinfo', 'safety']",0,0,0,0,1,0
320,"Thursday, 28 June 2018",Providing more transparency around advertising on Twitter,Company,Bruce Falck,https://blog.twitter.com/en_us/topics/company/2018/Providing-More-Transparency-Around-Advertising-on-Twitter,"['political_disinfo', 'safety']",0,0,0,0,0,1
321,"Thursday, 28 June 2018",The World Cup group stage Twitter recap,Events,Jay Bavishi,https://blog.twitter.com/en_us/topics/events/2018/The-World-Cup-group-stage-Twitter-recap,[],0,0,0,0,0,0
322,"Tuesday, 26 June 2018",How Twitter is fighting spam and malicious automation,Company,Yoel Roth,https://blog.twitter.com/en_us/topics/company/2018/how-twitter-is-fighting-spam-and-malicious-automation,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,1,0,0,0
322,"Tuesday, 26 June 2018",How Twitter is fighting spam and malicious automation,Company,Yoel Roth,https://blog.twitter.com/en_us/topics/company/2018/how-twitter-is-fighting-spam-and-malicious-automation,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
322,"Tuesday, 26 June 2018",How Twitter is fighting spam and malicious automation,Company,Yoel Roth,https://blog.twitter.com/en_us/topics/company/2018/how-twitter-is-fighting-spam-and-malicious-automation,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
322,"Tuesday, 26 June 2018",How Twitter is fighting spam and malicious automation,Company,Yoel Roth,https://blog.twitter.com/en_us/topics/company/2018/how-twitter-is-fighting-spam-and-malicious-automation,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
323,"Thursday, 21 June 2018",Continuing our commitment to health,Company,,https://blog.twitter.com/en_us/topics/company/2018/CommitmentToHealth,"['health_disinfo', 'safety']",0,0,0,1,0,0
323,"Thursday, 21 June 2018",Continuing our commitment to health,Company,,https://blog.twitter.com/en_us/topics/company/2018/CommitmentToHealth,"['health_disinfo', 'safety']",0,0,0,0,0,1
324,"Thursday, 21 June 2018",The power of creators on Twitter,Insights,Tyler Vaught,https://blog.twitter.com/en_us/topics/insights/2018/The-Power-of-Creators-on-Twitter,[],0,0,0,0,0,0
325,"Wednesday, 20 June 2018",#Transparency update: Twitter shares more national security letters,Company,Angela Sherrer,https://blog.twitter.com/en_us/topics/company/2018/transparencyupdatejune2018,['safety'],0,0,0,0,0,1
326,"Wednesday, 20 June 2018",Wrapping up #E3 on Twitter,Events,,https://blog.twitter.com/en_us/topics/events/2018/Wrapping-up-E3-on-Twitter,[],0,0,0,0,0,0
327,"Sunday, 17 June 2018",#Ramadan 2018 happened on Twitter,Events,,https://blog.twitter.com/en_us/topics/events/2018/Ramadan-2018-happened-on-Twitter,[],0,0,0,0,0,0
328,"Thursday, 14 June 2018",Twitter Media: A new home for publishers on Twitter,Product,Kay Madati,https://blog.twitter.com/en_us/topics/product/2018/twitter-media-a-new-home-for-publishers-on-twitter,[],0,0,0,0,0,0
329,"Wednesday, 13 June 2018", See what’s happening!,Product,Keith Coleman,https://blog.twitter.com/en_us/topics/product/2018/see_whats_happening,['hate_speech'],0,0,1,0,0,0
330,"Wednesday, 13 June 2018",The 2018 #WorldCup is happening on Twitter,Events,Jay Bavishi,https://blog.twitter.com/en_us/topics/events/2018/The-2018-WorldCup-is-happening-on-Twitter,[],0,0,0,0,0,0
331,"Tuesday, 12 June 2018",Expanding In-Stream Video Ads to more advertisers globally,Product,Mike Park,https://blog.twitter.com/en_us/topics/product/2018/expanding-in-stream-video-ads-to-more-advertisers-globally,"['health_disinfo', 'safety']",0,0,0,1,0,0
331,"Tuesday, 12 June 2018",Expanding In-Stream Video Ads to more advertisers globally,Product,Mike Park,https://blog.twitter.com/en_us/topics/product/2018/expanding-in-stream-video-ads-to-more-advertisers-globally,"['health_disinfo', 'safety']",0,0,0,0,0,1
332,"Friday, 8 June 2018",Back-to-back: How the @warriors #NBAFinals run happened on Twitter,Events,,https://blog.twitter.com/en_us/topics/events/2018/Back-to-back-How-the-warriors-NBAFinals-run-happened-on-Twitter,[],0,0,0,0,0,0
333,"Tuesday, 5 June 2018",Follow the #WorldCup on Twitter,Events,Jay Bavishi,https://blog.twitter.com/en_us/topics/events/2018/Follow-the-WorldCup-on-Twitter,[],0,0,0,0,0,0
334,"Monday, 4 June 2018",Giving back: #TwitterForGood Day spring 2018,Events,Colin Crowell ,https://blog.twitter.com/en_us/topics/events/2018/tfgmay2018,"['children', 'health_disinfo']",1,0,0,0,0,0
334,"Monday, 4 June 2018",Giving back: #TwitterForGood Day spring 2018,Events,Colin Crowell ,https://blog.twitter.com/en_us/topics/events/2018/tfgmay2018,"['children', 'health_disinfo']",0,0,0,1,0,0
335,"Thursday, 24 May 2018",Increasing transparency for political campaigning ads on Twitter,Company,Vijaya Gadde,https://blog.twitter.com/en_us/topics/company/2018/Increasing-Transparency-for-Political-Campaigning-Ads-on-Twitter,['political_disinfo'],0,0,0,0,1,0
336,"Wednesday, 23 May 2018",Introducing US Election Labels for Midterm Candidates,Company,Bridget Coyne,https://blog.twitter.com/en_us/topics/company/2018/introducing-us-election-labels-for-midterm-candidates,"['political_disinfo', 'safety']",0,0,0,0,1,0
336,"Wednesday, 23 May 2018",Introducing US Election Labels for Midterm Candidates,Company,Bridget Coyne,https://blog.twitter.com/en_us/topics/company/2018/introducing-us-election-labels-for-midterm-candidates,"['political_disinfo', 'safety']",0,0,0,0,0,1
337,"Tuesday, 15 May 2018",Embrace #Ramadan with various Twitter-only activations,Events,,https://blog.twitter.com/en_us/topics/events/2018/Embrace-Ramadan-with-various-Twitter-only-activations,[],0,0,0,0,0,0
338,"Tuesday, 15 May 2018", Serving healthy conversation ,Product,Del Harvey,https://blog.twitter.com/en_us/topics/product/2018/Serving_Healthy_Conversation,"['health_disinfo', 'safety']",0,0,0,1,0,0
338,"Tuesday, 15 May 2018", Serving healthy conversation ,Product,Del Harvey,https://blog.twitter.com/en_us/topics/product/2018/Serving_Healthy_Conversation,"['health_disinfo', 'safety']",0,0,0,0,0,1
339,"Tuesday, 15 May 2018",The Global Conversation about the 2018 FIFA World Cup,Events,Jay Bavishi,https://blog.twitter.com/en_us/topics/events/2018/The-Global-Conversation-about-the-2018-FIFA-World-Cup,[],0,0,0,0,0,0
340,"Wednesday, 9 May 2018",World Press Freedom Day 2018,Events,Colin Crowell ,https://blog.twitter.com/en_us/topics/events/2018/wpfd2018,[],0,0,0,0,0,0
341,"Thursday, 3 May 2018",Keeping your account secure,Company,Parag Agrawal,https://blog.twitter.com/en_us/topics/company/2018/keeping-your-account-secure,['safety'],0,0,0,0,0,1
342,"Tuesday, 1 May 2018",A new Twitter experience on Windows,Product,Charlie Croom,https://blog.twitter.com/en_us/topics/product/2018/a-new-twitter-experience-on-windows,[],0,0,0,0,0,0
343,"Tuesday, 24 April 2018",Continuing Our Commitments to Privacy & Transparency,Company,Damien Kieran ,https://blog.twitter.com/en_us/topics/company/2018/continuing-our-commitments-to-privacy-and-transparency,['safety'],0,0,0,0,0,1
344,"Thursday, 5 April 2018",Serving the Public Conversation During Breaking Events,Company,Del Harvey,https://blog.twitter.com/en_us/topics/company/2018/Serving-the-Public-Conversation-During-Breaking-Events,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,1,0,0,0
344,"Thursday, 5 April 2018",Serving the Public Conversation During Breaking Events,Company,Del Harvey,https://blog.twitter.com/en_us/topics/company/2018/Serving-the-Public-Conversation-During-Breaking-Events,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
344,"Thursday, 5 April 2018",Serving the Public Conversation During Breaking Events,Company,Del Harvey,https://blog.twitter.com/en_us/topics/company/2018/Serving-the-Public-Conversation-During-Breaking-Events,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
344,"Thursday, 5 April 2018",Serving the Public Conversation During Breaking Events,Company,Del Harvey,https://blog.twitter.com/en_us/topics/company/2018/Serving-the-Public-Conversation-During-Breaking-Events,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
345,"Thursday, 5 April 2018",Expanding and building #TwitterTransparency,Company,,https://blog.twitter.com/en_us/topics/company/2018/twitter-transparency-report-12,"['health_disinfo', 'political_disinfo']",0,0,0,1,0,0
345,"Thursday, 5 April 2018",Expanding and building #TwitterTransparency,Company,,https://blog.twitter.com/en_us/topics/company/2018/twitter-transparency-report-12,"['health_disinfo', 'political_disinfo']",0,0,0,0,1,0
346,"Tuesday, 3 April 2018",Take the field with @MLB on Twitter in 2018,Events,,https://blog.twitter.com/en_us/topics/events/2018/Take-the-field-with-MLB-on-Twitter-in-2018,[],0,0,0,0,0,0
347,"Tuesday, 3 April 2018",Here’s how Villanova’s National Championship victory happened on Twitter,Events, David Herman,https://blog.twitter.com/en_us/topics/events/2018/How-Villanova-National-Championship-victory-happened-on-Twitter,[],0,0,0,0,0,0
348,"Friday, 30 March 2018",How to join the #FinalFour conversation on Twitter,Events, David Herman,https://blog.twitter.com/en_us/topics/events/2018/How-to-join-the-FinalFour-conversation-on-Twitter,[],0,0,0,0,0,0
349,"Thursday, 29 March 2018",Introducing Timestamps: A new way to share live videos,Product,Mike Folgner,https://blog.twitter.com/en_us/topics/product/2018/video-timestamps,[],0,0,0,0,0,0
350,"Tuesday, 27 March 2018",Black History is #WhatsHappening,Events,,https://blog.twitter.com/en_us/topics/events/2018/bhm2018,[],0,0,0,0,0,0
351,"Tuesday, 27 March 2018",Expanding the Twitter Official Partner program with creative solutions,Product,Jillian Blazejewski,https://blog.twitter.com/en_us/topics/product/2018/Expanding-the-Twitter-Official-Partner-Program-with-Creative-Solutions,[],0,0,0,0,0,0
352,"Sunday, 4 March 2018",The 90th Annual Academy Awards on Twitter,Events,Rebecca Bienstock,https://blog.twitter.com/en_us/topics/events/2018/the-90th-annual-academy-awards-on-twitter,[],0,0,0,0,0,0
353,"Friday, 2 March 2018",Growing Together at Twitter,Company,,https://blog.twitter.com/en_us/topics/company/2018/growingtogetherattwitter,[],0,0,0,0,0,0
354,"Thursday, 1 March 2018",Twitter health metrics proposal submission,Company,X,https://blog.twitter.com/en_us/topics/company/2018/twitter-health-metrics-proposal-submission,"['health_disinfo', 'safety']",0,0,0,1,0,0
354,"Thursday, 1 March 2018",Twitter health metrics proposal submission,Company,X,https://blog.twitter.com/en_us/topics/company/2018/twitter-health-metrics-proposal-submission,"['health_disinfo', 'safety']",0,0,0,0,0,1
355,"Wednesday, 28 February 2018",An easier way to save and share Tweets,Product,Jesar Shah,https://blog.twitter.com/en_us/topics/product/2018/an-easier-way-to-save-and-share-tweets,[],0,0,0,0,0,0
356,"Tuesday, 27 February 2018",Recapping the 2018 Winter Olympics on Twitter,Events,Jay Bavishi,https://blog.twitter.com/en_us/topics/events/2018/Recapping-the-2018-Winter-Olympics-on-Twitter,[],0,0,0,0,0,0
357,"Thursday, 22 February 2018",Update on Amplify Publisher Program requirements,Product,Mike Park,https://blog.twitter.com/en_us/topics/product/2018/Update-on-Amplify-Publisher-Program-Requirements,"['health_disinfo', 'safety']",0,0,0,1,0,0
357,"Thursday, 22 February 2018",Update on Amplify Publisher Program requirements,Product,Mike Park,https://blog.twitter.com/en_us/topics/product/2018/Update-on-Amplify-Publisher-Program-Requirements,"['health_disinfo', 'safety']",0,0,0,0,0,1
358,"Thursday, 15 February 2018",Gaming and esports are happening on Twitter,Events,Rishi Chadha,https://blog.twitter.com/en_us/topics/events/2018/Gaming-and-esports-are-happening-on-Twitter,[],0,0,0,0,0,0
359,"Wednesday, 14 February 2018",Bridging the gap between the consumer and the advertiser,Product,Bruce Falck,https://blog.twitter.com/en_us/topics/product/2018/Bridging-the-Gap-Between-the-Consumer-and-the-Advertiser,[],0,0,0,0,0,0
360,"Sunday, 11 February 2018",Celebrate the #LunarNewYear with Year of the Dog Emoji,Events,Philip Chua,https://blog.twitter.com/en_us/topics/events/2018/Celebrate-the-LunarNewYear-with-Year-of-the-Dog-Emoji,[],0,0,0,0,0,0
361,"Friday, 9 February 2018",Follow the 2018 Winter @Olympics on Twitter,Events,Jay Bavishi,https://blog.twitter.com/en_us/topics/events/2018/Follow-the-2018-Winter-Olympics-on-Twitter,[],0,0,0,0,0,0
362,"Thursday, 8 February 2018",Twitter Celebrates #SaferInternetDay 2018 ,Company,,https://blog.twitter.com/en_us/topics/company/2018/SaferInternetDay2018,"['health_disinfo', 'safety']",0,0,0,1,0,0
362,"Thursday, 8 February 2018",Twitter Celebrates #SaferInternetDay 2018 ,Company,,https://blog.twitter.com/en_us/topics/company/2018/SaferInternetDay2018,"['health_disinfo', 'safety']",0,0,0,0,0,1
363,"Monday, 5 February 2018",How the @Eagles #SB52 victory played out on Twitter,Events,,https://blog.twitter.com/en_us/topics/events/2018/How-the-Eagles-SB52-victory-played-out-on-Twitter,[],0,0,0,0,0,0
364,"Sunday, 4 February 2018",Twitter announces winners of first-ever #BrandBowl,Events,,https://blog.twitter.com/en_us/topics/events/2018/Twitter-Announces-Winners-of-First-Ever-BrandBowl,[],0,0,0,0,0,0
365,"Wednesday, 31 January 2018",How the 2018 #SOTU was Tweeted,Events,Bridget Coyne,https://blog.twitter.com/en_us/topics/events/2018/how-the-2018-sotu-was-tweeted,[],0,0,0,0,0,0
366,"Tuesday, 30 January 2018",Here’s What’s Happening on Twitter for Super Bowl 52,Events,,https://blog.twitter.com/en_us/topics/events/2018/Heres-Whats-Happening-on-Twitter-for-Super-Bowl-52,[],0,0,0,0,0,0
367,"Monday, 29 January 2018",Twitter invites brands to compete in first-ever #BrandBowl,Events,,https://blog.twitter.com/en_us/topics/events/2018/Twitter-Invites-Brands-to-Compete-in-First-Ever-BrandBowl,['health_disinfo'],0,0,0,1,0,0
368,"Monday, 29 January 2018",How the 60th Annual Grammy Awards played out on Twitter,Events,Kevin O'Donnell,https://blog.twitter.com/en_us/topics/events/2018/how-the-60th-annual-grammy-awards-played-out-on-twitter,[],0,0,0,0,0,0
369,"Wednesday, 14 February 2018",Bridging the gap between the consumer and the advertiser,Product,Bruce Falck,https://blog.twitter.com/en_us/topics/product/2018/Bridging-the-Gap-Between-the-Consumer-and-the-Advertiser,[],0,0,0,0,0,0
